Country,Jurisdiction,"Policy Category","Name of policy",Sector,"Energy Type",Stage,Mechanism,"Legislation and Endorsing Agency",Objectives,"Date of announcement","Date of entry info force",Currency,"Value committed","Value committed, USD","Value disbursed","Value disbursed, USD",Background,"Links to sources","Archived Links to sources"
Turkey,National,"fossil unconditional","Extension of lease contracts and cancellation of lease payments for airport facilities",Mobility,"oil and gas","energy use (all energy types, consumption in transport, household use, buildings etc)","underpricing of govt-owned goods & services (GRF)","General Directorate Of State Airports Authority (Ministry of Transport and Infrastructure)","Force majeure",16/02/2021,16/02/2021,TRY,22600000000,3220749609,0,0,"Travel restrictions due to COVID-19 has forced the airports to run under low capacity. TAV Airports has appealed to GD of State Airports Authority for an extension of their lease contracts regarding the 5 airports under their operation. 2-year extension is granted to their contract and respective lease payments are delayed until 2024 (which were due 2022). Later, it is announced by the Minster of Transportation that for all of the airports that are rented out by the government (a total of 8 airports), the 2020 lease payments are cancelled and 2021-2022 lease payments are cut down by 50%, without any annual adjustment.  ","https://twitter.com/akaraismailoglu/status/1362739737686118400 (Accessed 18 February 2021)","http://uemek.blogspot.com/2021/02/havalimanlarnda-kira-indirimleri.html (Accessed 18 February 2021)"
India,National,"fossil unconditional","Coal India signs a USD 400 million pact for procurement of dumpers","Power generation",coal,"exploration or production or processing or storage or transportation","government procurement (DT)","Coal India Limited","To increase production capacity",04/02/2021,04/02/2021,INR,29000000000,391336617,0,0,"State-owned CIL has entered into a pact worth INR 2,900 crore with a Belarus-based mining equipment manufacturer for the purchase of 96 dumpers of 240 tonne capacity each. In August last year, the CIL board had given its nod for the procurement of these dumpers.","https://web.archive.org/web/20210208111856/, https://energy.economictimes.indiatimes.com/news/coal/coal-india-signs-rs-2900-crore-pact-for-procurement-of-dumpers/80680235",
India,National,"clean conditional","Indian Union Budget 2021/22: USD 2 billion for augmentation of public transport services in cities",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Government of India","To increase public transport in urban areas",01/02/2021,01/02/2021,INR,180000000000,2428985899,0,0,"As part of India's Union Budget 2021/22, the scheme will facilitate the deployment of innovative PPP models to enable private sector players to finance, acquire, operate and maintain over 20,000 buses. The scheme is intended to boost the automobile sector, provide a fillip to economic growth, create employment opportunities for the youth and enhance ease of mobility for urban residents.","https://web.archive.org/web/20210201100747/, https://www.indiabudget.gov.in/doc/Budget_Speech.pdf",
India,National,"clean unconditional","Indian Union Budget 2021/22: Capital infusion to Solar Energy Corporation of India and Indian Renewable energy Development Agency","Power generation","multiple renewable","several energy stages","budget or off-budget transfer (DT)","Government of India","To help scale up renewable energy in India",01/02/2021,01/02/2021,INR,25000000000,337359153,0,0,"As part of India's Union Budget 2021/22, INR 1,000 crores of additional capital will be infused to Solar Energy Corporation of India and INR 1,500 crores to Indian Renewable Energy Development Agency.","https://web.archive.org/web/20210201100747/, https://www.indiabudget.gov.in/doc/Budget_Speech.pdf",
India,National,"fossil unconditional","Indian Union Budget 2021/22: 100 more districts to be added to City Gas Distribution Network","Multiple sectors","oil and gas","exploration or production or processing or storage or transportation","new or extended regulation (IT)","Government of India","To extend India's gas network",01/02/2021,01/02/2021,INR,0,0,0,0,"As part of India's Union Budget 2021/22, 100 more districts will be added to the City Gas Distribution network in the next 3 years. ","https://web.archive.org/web/20210201100747/, https://www.indiabudget.gov.in/doc/Budget_Speech.pdf",
India,National,"fossil unconditional","Indian Union Budget 2021/22: Ujjwala Scheme to be extended to benefit 10 million more beneficiaries","Other sector","oil and oil products","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Government of India","To provide relief to Indian citizens",01/02/2021,01/02/2021,INR,0,0,0,0,"As part of India's Union Budget 2021/22, Ujjwala Scheme which has benefited 8 crore households will be extended to cover 1 crore more beneficiaries.","https://web.archive.org/web/20210201100747/, https://www.indiabudget.gov.in/doc/Budget_Speech.pdf",
India,National,"clean unconditional","Indian Union Budget 2021/22: Raising duty on solar invertors and on solar lanterns","Other sector",solar,"electricity generation","new or extended regulation (IT)","Government of India","To reduce imports of solar products like inverters and lanterns",01/02/2021,01/02/2021,INR,0,0,0,0,"As part of India's Union Budget 2021/22, duty on solar inverters will be raised from 5% to 20%, on solar lanterns from 5% to 15%.","https://web.archive.org/web/20210201100747/, https://www.indiabudget.gov.in/doc/Budget_Speech.pdf",
India,National,"other energy","Indian Union Budget 2021/22: revamped reforms-based result-linked power distribution sector scheme to be launched, worth more than USD 40 billion","Power generation","multiple energy types","several energy stages","budget or off-budget transfer (DT)","Government of India","To increase the efficiency of distribution companies",01/02/2021,01/02/2021,INR,3059840000000,41290601175,0,0,"As part of India's Union Budget 2021/22, a revamped reforms-based result-linked power distribution sector scheme will be launched with an outlay of INR 3,05,984 crores over 5 years. The scheme will provide assistance to DISCOMS for Infrastructure creation including pre-paid smart metering and feeder separation, upgradation of systems, etc., tied to financial improvements.","https://web.archive.org/web/20210201100747/, https://www.indiabudget.gov.in/doc/Budget_Speech.pdf",
India,National,"other energy","India signs Strategic Partnership Agreement with International Energy Agency","Multiple sectors","multiple energy types","several energy stages",uncategorized,"Government of India","To enhance energy security, stability, and sustainability.",27/01/2021,27/01/2021,INR,0,0,0,0,"The Framework for Strategic Partnership between the International Energy Agency (IEA) members and the Government of India was signed on 27th January 2021 to strengthen mutual trust and cooperation & enhance global energy security, stability and sustainability. This partnership will lead to an extensive exchange of knowledge and would be a stepping stone towards India becoming a full member of the IEA. The contents of the Strategic partnership will be jointly decided by the IEA Members and India, including a phased increase in benefits and responsibilities for India as an IEA Strategic partner, and building on existing areas of work within the association and the Clean Energy Transitions Programme (CETP), such as Energy Security, Clean & Sustainable Energy, Energy Efficiency, Enhancing petroleum storage capacity in India, Expansion of gas-based economy in India etc.","https://web.archive.org/web/20210131091226/, https://pib.gov.in/PressReleasePage.aspx?PRID=1692674",
India,Maharashtra,"other energy","Maharashtra energy department to spend more than USD 300 million every year for transmission infrastructure development","Multiple sectors","multiple energy types","electricity storage or transmission or distribution","budget or off-budget transfer (DT)","Government of Maharashtra","To scale up electrification in the state",18/01/2021,18/01/2021,INR,25000000000,337359153,0,0,"The state energy department has announced it will spend INR 2,500 crore every year for infrastructure development for state-owned MSEDCL. Of this, INR 1500 crore will be spent on providing electricity to agricultural pumps and INR 1,000 crore for strengthening infrastructure in industrial and urban areas. To boost industries, the government is looking at reducing power tariffs for industrial consumers. Energy minister Nitin Raut said funds will be spent on infrastructure development, including installation of substations, distribution transformers and high tension (HT) and low tension (LT) lines.","https://web.archive.org/web/20210125090424/, https://energy.economictimes.indiatimes.com/news/power/maharashtra-energy-department-to-spend-rs-2500-crore-a-year-on-msedcl/80321297",
India,Kerala,"other energy","State budget: Kerala Budget Proposes Loan for Rooftop Solar, Cuts Tax on EVs and more, worth around USD 50 million","Multiple sectors","multiple energy types","several energy stages","other hybrid support measures","Government of Kerala","To scale up the electrification of the state",18/01/2021,18/01/2021,INR,3700000000,49929155,0,0,"Kerala announced a 50% reduction in motor vehicle tax for electric, fuel cell, and full hybrid battery electric vehicles (EV) for five years in the state’s budget for 2021-2022. A subsidy of ₹25,000 (~$342) to ₹30,000 (~$410) would be provided for the first 10,000 units. He announced that the Kerala State Electricity Board (KSEB) plans to install 236 electric vehicle charging stations in 2021-22. 3,000 of the Kerala State Road Transport Corporation’s diesel engine vehicles would be converted to liquified natural gas (LNG) and compressed natural gas (CNG)-based engines. Kerala Finance Corporation will provide loans to purchase electric cars at an interest rate of 7%. TKIIFB will also provide ₹2.5 billion (~$34.2 million) for installing small-scale rooftop solar projects under the renewable energy service company (RESCO) model. The state also announced incentives to promote the construction of eco-friendly buildings. Solar panels will be installed in all public schools in the state as part of a ₹1.2 billion (~$16.4 million) package for improving their infrastructure and facilities.","https://web.archive.org/web/20210124093013/, https://mercomindia.com/kerala-budget-proposes-loan-rooftop/",
India,Maharashtra,"clean unconditional","Maharashtra announces Renewable Energy Policy which includes 13GW solar projects","Power generation","multiple renewable","several energy stages","new or extended regulation (IT)","Government of Maharashtra","To increase the uptake of renewable energy sources",12/01/2021,12/01/2021,INR,0,0,0,0,"Maharashtra has issued its ‘Unconventional Energy Generation Policy’ to promote non-conventional source-based energy generation. The policy is divided into two parts. In the first part of the policy, the state aims to implement 17,360 MW of transmission system-connected renewable power projects by 2025. This includes 12,930 MW of solar power projects, 2,500 MW of wind energy projects, 1,350 MW of co-generation projects, 380 MW of small hydro projects, and 200 MW of urban solid waste-based projects. Under the second part of the policy, the state plans to implement over INR 780 million ($10.5 million)/annum worth of transmission-free projects. These include 100,000 agricultural solar pumps, 52,000 kV of rooftop solar systems, 2,000 solar water supply stations, the electrification of 10,000 rural homes, microgrid projects for 20 homes, 55,000 square feet of solar water/solar cooking systems, and 800 solar cold-storage projects.","https://web.archive.org/web/20210124091746/, https://mercomindia.com/maharashtra-renewable-policy-solar-projects/",
India,National,"clean conditional","Cabinet approves the Investment Proposal of around USD 700 million for 850 MW Ratle Hydro Power Project","Power generation",hydro,"electricity generation","budget or off-budget transfer (DT)","Government of India","To create jobs and contribute to the socio-economic development of Jammu & Kashmir",20/01/2021,20/01/2021,INR,52819400000,712764321,0,0,"The Union Cabinet has given its approval for the investment of INR 5281.94 crore for 850 MW Ratle Hydro Electric Project located on river Chenab, in Kishtwar district of Union Territory  of Jammu and Kashmir. The Government of India is also supporting the Union Territory of Jammu and Kashmir by providing a grant of INR 776.44 crore for Equity contribution of JKSPDC in the JVC to be set up for construction of the project (850 MW). NHPC is supposed to invest its equity of INR 808.14 crore from its internal resources. The Ratle Hydro Electric Project will be commissioned within a span of 60 months. The power generated from the project will help in providing balancing of the grid and will improve the power supply position.  ","https://web.archive.org/web/20210124090425/, https://pib.gov.in/PressReleasePage.aspx?PRID=1690419",
India,National,"fossil conditional","State-owned Energy Efficiency Services Limited to implement &#8216;Energy Efficient piped natural gas (PNG) Cook Stove&#8217; programme across India","Other sector","gas and gas products","energy use (all energy types, consumption in transport, household use, buildings etc)",uncategorized,"Government of India","To increase PNG cook stove usage in India",17/01/2021,17/01/2021,INR,0,0,0,0,"State-run Energy Efficiency Services Ltd (EESL) has inked a pact with Petroleum Conservation Research Association (PCRA) for implementation of Energy Efficient piped natural gas (PNG) Cook Stove (EEPS) programme, across India. The EESL, a joint venture of PSUs under the Ministry of Power, Government of India, has signed a Memorandum of Understanding (MoU) with PCRA, Ministry of Petroleum & Natural Gas for implementation of the EEPS programme on a pan-India basis.","https://web.archive.org/web/20210118113049/, https://energy.economictimes.indiatimes.com/news/oil-and-gas/eesl-to-implement-energy-efficient-png-cook-stove-programme-across-india/80309900",
Canada,Yukon,"clean unconditional","Updated Public Utilities Act Regulation for renewable energy","Power generation","multiple renewable","electricity generation","new or extended regulation (IT)","Government of Yukon","Enable renewable energy deployment",11/02/2021,,CAD,0,0,0,0,"The Government of Yukon has approved amendments to the Rate Policy Directive to support utility-led demand-side management programs, renewable electricity planning and development, and provide direction that will minimize impacts on electricity rates during times of reduced renewable electricity availability.","https://yukon.ca/en/news/updated-public-utilities-act-regulation-supports-our-clean-future-strategy Accessed 24 February 2021. ",
Canada,National,"clean conditional","Sustainable Development Technology Canada investments for clean energy","Multiple sectors","multiple renewable","several energy stages","budget or off-budget transfer (DT)","Sustainable Development Technology Canada","Support cleantech deployment",02/11/2021,,CAD,10600000,7904549,0,0,"This measure includes SDTC funding announced in February 2021 to Edgehog Advanced Technologies Inc., Intellinox Technologies. Inc, Hydrostor Inc, and QD Solar Inc.","https://www.sdtc.ca/en/investing-in-innovators-how-cleantech-entrepreneurs-are-leading-the-way-to-net-zero/ Accessed 24 February 2021. ",
Canada,National,"fossil conditional","Sustainable Development Technology Canada investments for fossil fuel-based energy",Resources,"multiple energy types","several energy stages","budget or off-budget transfer (DT)","Sustainable Development Technology Canada","Support cleantech deployment",11/02/2021,,CAD,9200000,6860552,0,0,"This measure includes SDTC funding announced in February 2021 to Carbon Cap Inc, Challenger Technical Service Ltd., Novamera Inc, AdvEn Industries Inc., and Westgen Technologies Inc.","https://www.sdtc.ca/en/investing-in-innovators-how-cleantech-entrepreneurs-are-leading-the-way-to-net-zero/ Accessed 24 February 2021. ",
Canada,National,"clean conditional","Public transit infrastructure funding and permanent funding announcement (2021-2029)",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Government of Canada","Support public transit",10/02/2021,,CAD,14900000000,11111111112,0,0,"The government announced CAD 5.9 billion over five years, that can be accessed starting in 2021, in public transit funding for: a) major public transit projects, including planning funding, b) switching public transit systems to cleaner electrical power, including supporting the use of zero-emission vehicles, c) active transportation projects, including by building walkways and paths for cycling, walking, scooters, e-bikes, and wheelchairs, d) transit solutions for Canadians living in rural and remote areas.
This measure also establishes the creation of a permanent public transit fund of CAD 3 billion per year, beginning in 2026-27 (total announced: CAD 9 billion). 
This measure is focused on infrastructure investments, not operational funding.","https://www.canada.ca/en/office-infrastructure/news/2021/02/a-plan-to-permanently-fund-public-transit-and-support-economic-recovery.html Accessed 15 February 2021. ",
"United Kingdom",national,"fossil conditional","The UK Research and Innovation invests up to £125 million to develop greener ways to fly (Futute Flight Challenge)",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","UKRI (UK Research and Innovation)","To make aviation greener",28/01/2021,,GBP,125000000,160256411,0,0,"The UK Research and Innovation is investing up to £125 million to develop greener ways to fly, such as all-electric aircraft and deliveries by drone, by advancing electric and autonomous flight technologies. The investment is matched by £175 million from industry.
The challenge aims to bring together technologies in electrification, aviation systems and autonomy to create new modes of air travel and capability. It will:
- create the aviation system of the future
- increase mobility, improve connectivity and reduce congestion for people across the UK
- advance electric and autonomous flight technologies to help the UK reach its net zero target
- drive technology investment to the UK by increasing UK manufacturing and service opportunities.
Funded through this challenge, Heathrow has started research for two projects that aim to reduce emissions, cut costs and make the airport more efficient. The two projects are Fly2Plan – looking at how technology can use the airport’s data more efficiently – and Project NAPKIN, which will develop a ‘blueprint’ for zero carbon aviation across the UK.","https://www.ukri.org/our-work/our-main-funds/industrial-strategy-challenge-fund/future-of-mobility/future-flight-challenge/ (Accessed 22 February 2021)","https://travelweekly.co.uk/news/air/heathrow-launches-zero-carbon-aviation-research-project (Accessed 22 February 2021)"
"United Kingdom",national,"fossil unconditional","Leeds City Council approves expansion of the Leeds Bradford Airport",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)",uncategorized,"Leeds City Council","To replace the outdated and inefficient existing terminal and create new jobs",11/02/2021,,GBP,0,0,0,0,"Leeds City Council voted in favour of the plans for building a new terminal for the (privately owned) Leeds Bradford Airport and allowing more flights.The expansion plans, worth £150m, include a new terminal with three main floors and improved vehicle access, which is to be built closer to a proposed new ‘parkway’ rail station, new car parking areas, as well as a new bus terminal and taxi drop-off facilities to the front of the new passenger terminal. Planners also want to modify flight time controls, and to extend the daytime flight period available at Leeds Bradford Airport.
Councillors voted by nine votes to five to agree to the plans in principle. The updated plans will now return to the council’s plans panel committee at a later date.
The decision was met with considerable objections. Objectors to the plans, which included scientists and environmental campaigners, told councillors that further airport expansion would not be compatible with the UK’s climate targets.","https://news.leeds.gov.uk/news/statement-following-decision-by-leeds-city-councils-city-plans-panel-on-planning-application-relating-to-leeds-bradford-airport (Accessed 12 February 2021)","https://www.independent.co.uk/climate-change/news/leeds-bradford-airport-expansion-approval-b1801384.html (Accessed 12 February 2021)
, https://www.yorkshireeveningpost.co.uk/news/politics/council/leeds-bradford-airport-ps150m-expansion-plans-approved-principle-leeds-city-council-3132409  (Accessed 12 February 2021)"
"United Kingdom",national,"fossil unconditional","BEIS confirms £22 floor price for carbon allowances at auction in new domestic emissions trading scheme","Multiple sectors","multiple fossil","energy use (all energy types, consumption in transport, household use, buildings etc)","tax or royalty or govt fee break (GRF)","Department for Business, Energy & Industrial Strategy","To define the rules for the UK Emissions Trading Scheme, meant to substitute the EU ETS for the UK. ",11/02/2021,,GBP,0,0,0,0,"The government (Department for Business, Energy & Industrial Strategy, aka BEIS) has published further details about its plans for the UK's new emissions trading scheme (ETS), after Ministers controversially decided to exit the EU scheme.
As expected the new domestic carbon market is expected to largely mirror the EU ETS, which British companies have taken part in since its launch over a decade ago. However, the new document confirms one major change from earlier proposals, with the reserve price for allowances sold at auction increasing by nearly 50 per cent to £22 a tonne.
The BEIS update also confirmed the scheme will cover the same businesses as are covered by the EU ETS and that free allocations of allowances will continue to certain industries so as to reduce the risk of 'carbon leakage'. In addition, it confirmed that alongside the auction reserve price the scheme would include a Cost Containment Mechanism (CCM) designed to allow the UK government and devolved administrations to address significant extended price spikes in the market by increasing the availability of allowances.","https://www.gov.uk/government/publications/participating-in-the-uk-ets#history (Accessed 12 February 2021)","https://www.businessgreen.com/news/4027121/government-confirms-carbon-trading-plans-ups-auction-reserve-price (Accessed 12 February 2021)"
Canada,Quebec,"clean unconditional","Agreement for Apuiat windfarm (200 MW)","Power generation",wind,"exploration or production or processing or storage or transportation","government procurement (DT)","Hydro Quebec","Providing renewable energy",04/02/2021,,CAD,0,0,0,0,"The agreement is for the signing of a 30-year contract for the purchase of electricity to be produced by the Apuiat wind farm. The contract between Hydro-Québec Production and Parc éolien Apuiat S.E.C., a company comprising the Innu communities and Boralex, provides for electricity to be purchased at a cost of approximately 6¢/kWh. Apuiat is now the wind farm offering the most competitive cost per kilowatt-hour of all wind farms under contract in Québec.
","https://www.quebec.ca/nouvelles/actualites/details/partenariat-historique-avec-la-nation-innue-le-quebec-va-de-lavant-avec-limportant-projet-eolien-apu/ Accessed 10 February 2021.",
Canada,National,"fossil unconditional","Agreement with the Government of Manitoba to support essential air access to remote communities",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Government of Canada","Ensuring essential access to remote communities",01/02/2021,,CAD,12031000,8971663,0,0,"The Government of Canada is contributing up to $12,031,000 for the province to allocate to air operators to address losses from the period of July 1 to Dec. 31, 2020. The agreement will maintain scheduled transportation service to 21 remote communities that rely on air service as the only year-round mode of transportation to ensure the continued supply of food, medical supplies and other essential goods and services.","https://news.gov.mb.ca/news/index.html?item=50539&posted=2021-02-01 Accessed 5 February 2021",
Canada,"British Columbia","clean conditional","Increase in rebate for EV charging infrastructure for municipalities and businesses",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Government of British Columbia","Promote electric vehicles",01/02/2021,,CAD,0,0,0,0,"The Go Electric Fleets program offers rebates for the purchase and installation of level 2 and direct-current fast-charging stations for fleets of one or more EVs. For a limited time, eligible businesses purchasing and installing level 2 charging stations can access a higher rebate of up to $4,000 per station, representing an increase from 50% to 75% of basic rates. Those purchasing EVs for a fleet are eligible for the same $3,000 point-of-purchase vehicle rebates as the general public in B.C.","https://news.gov.bc.ca/releases/2021PREM0006-000153 Accessed 5 February 2021",
Canada,"British Columbia","other energy","New CleanBC industrial electrification rates",Resources,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Government of British Columbia","Lowering the costs of connecting to the electricity grid to help industries, public transportation agencies and neighbourhood energy systems reduce greenhouse gas emissions",28/01/2021,,CAD,0,0,0,0,"BC Hydro will provide new CleanBC industrial electrification rates that will offer a discount on BC Hydro’s standard industrial rates to:
- new clean industries setting up or expanding operations in B.C., including hydrogen and biofuels;
- eligible existing customers that install new equipment that uses electricity rather than fossil fuels; and
- eligible new customers that can demonstrate they could have used fossil fuels rather than electricity to power their facilities.","https://news.gov.bc.ca/releases/2021PREM0006-000153 Accessed 5 February 2021",
Canada,National,"clean conditional","Commercial, industrial, and agricultural energy efficiency programs in Manitoba","Multiple sectors","energy efficiency","energy efficiency","budget or off-budget transfer (DT)","Environment and Climate Change Canada","Reduce natural-gas use and greenhouse gas emissions",29/01/2021,,CAD,32300000,24086503,0,0,"$32.3 million from the Low Carbon Economy Leadership Fund to support natural-gas programs offered by Efficiency Manitoba, a new Crown corporation established by the Government of Manitoba. The commercial, industrial, and agricultural programs include rebates and incentives to support energy savings from reducing natural-gas use through mechanical upgrades of space or process heating systems; building-envelope renovation improvements; and upgrades or equipment for new buildings that achieve greater energy savings.",https://www.canada.ca/en/environment-climate-change/news/2021/01/government-of-canada-announces-support-for-manitoba-energy-efficiency-programs.html,
Germany,"Subnational - Berlin","clean unconditional","Berlin gets Germany&#8217;s first pedestrian law",Mobility,"active transport","active transport (cycling or walking)","new or extended regulation (IT)","Berlin's state parliament","To increase foot traffic.",28/01/2021,28/01/2021,EUR,0,0,0,0,"Like the original law from two years ago, which noticeably boosted bike infrastructure around the city, the pedestrian-focused amendment lays out a hefty to-do list: longer green lights for pedestrians, safer school routes for kids, more crosswalks and more benches for older people and others in need of a rest along their route; curbs are to be lowered to make them more wheelchair accessible; construction sites will need to ensure that pedestrians and cyclists can safely navigate around them; and city authorities are supposed to crack down harder on illegal parking and dangerous driving.","https://www.dw.com/en/berlin-gets-germanys-first-pedestrian-law/a-56480003 (Accessed 15 February 2021)","https://www.sueddeutsche.de/digital/berlin-fussgaenger-gesetz-1.5189542 (Accessed 15 February 2021)"
Turkey,National,"clean conditional","Increased special consumption tax for electric vehicles",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","new or extended regulation (IT)","Ministry of Treasury and Finance","No stated objective.",01/02/2021,01/02/2021,TRY,0,0,0,0,"Under this legislation the already existing special consumption tax rates has been considerably increased up to 4-fold depending on the engine power. (For engine power of up to 85 kW from 3% to 10%, for engine power between 85-120 kW from 7% to 25% from 7% and for power over 120 kW from 15% to 60%.","https://www.resmigazete.gov.tr/eskiler/2021/02/20210202-8.pdf (Accessed 3 February 2021)","https://www.bloomberght.com/elektrikli-araclarda-otv-oranlari-artirildi-2273840 (Accessed 3 February 2021)"
"United Kingdom",national,"clean conditional","Energy networks and Ofgem earmark £300m for green grid projects","Power generation","multiple energy types","electricity storage or transmission or distribution","new or extended regulation (IT)","Ofgem (UK energy regulator)","to boost grid capacity, including for projects to enhance stability as the rollout of electric vehicle (EV) charging and battery storage ramps up",08/02/2021,,GBP,0,0,0,0,"Britain's energy networks are seeking shovel-ready projects and initiatives that can help decarbonise the electricity grid, offering a total pot of up to £300m in funding support as part of a green recovery drive announced today (8 February 2021) in partnership with Ofgem and the government.
The Energy Networks Association (ENA) is launching a six-week call for local authorities, developers, and other parties to state their case for funding to boost grid capacity in their area, including for projects to enhance stability as the rollout of electric vehicle (EV) charging and battery storage ramps up.
The £300m funding is in part being sourced from network companies' existing allowances where they have delivered efficiencies from energy regulator's previous price control period, with the investment being reallocated to help fast-track green network capacity projects. 
Note this is private money (the industry is privatised), the public element is regulation","https://www.ofgem.gov.uk/news-blog/our-blog/energy-networks-set-power-green-recovery (Accessed 8 February 2021)
, https://www.energynetworks.org/newsroom/energy-networks-set-to-power-up-the-green-recovery (Accessed 8 February 2021)","https://www.businessgreen.com/news/4026824/green-recovery-energy-networks-ofgem-earmark-gbp300m-green-grid-projects (Accessed 8 February 2021)"
"United Kingdom",national,"other energy","£40 million government funding to help polluting businesses clean up","Multiple sectors","multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Department for Business, Energy and Industrial Strategy (BEIS)","To help polluting businesses cut their carbon emissions, while reducing their energy bills and creating new jobs",07/02/2021,,GBP,40000000,51282052,0,0,"Businesses in energy-intensive sectors, including pharmaceuticals, steel, paper and food and drink, will be able to apply for grants worth up to £14 million through the government’s Industrial Energy Transformation Fund – totalling £289 million in funding up until 2024.
With potential projects taking place across the East and West Midlands, North East, North West, and Yorkshire and the Humber as well as Wales and Northern Ireland, the government grants will enable businesses to use new technology to improve the efficiency of industrial processes and reduce energy demand. This includes factories installing electric motors and heat pumps to replace their natural gas-fired boilers and steam turbines, manufacturers using heat recovery technology to recycle waste heat and generate renewable electricity, and industries such as the food and drink sector carrying out studies to replace natural gas with hydrogen as their primary fuel.
Doing so is expected to create and support thousands of British jobs, cut carbon emissions and lead to cleaner air for the people of the UK.","https://www.gov.uk/government/news/40-million-government-funding-to-help-polluting-businesses-clean-up (Accessed 8 February 2021)
",
"United Kingdom",national,"clean conditional","Transport Secretary launches £794 million investment to boost rail links in north and south",Mobility,"multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Department for Transport","To reopen 2 important rail routes",23/01/2021,,GBP,794000000,1017948718,0,0,"A £794 million investment package to reopen 2 important rail routes closed more than 50 years ago has been announced on 23 January 2021 by Transport Secretary Grant Shapps.
The new funding includes £760 million for the delivery of the next phase of East West Rail, which is expected to create 1,500 skilled jobs, reinstate direct rail services between Bicester and Bletchley for the first time since 1968, and eventually connect Oxford and Cambridge. It also includes £34 million to rapidly progress plans to reopen the Northumberland line between Newcastle-upon-Tyne and Ashington, which closed to passengers in 1964 as part of the Beeching cuts. 
The Government investment has come in for criticism after it emerged that a new “Varsity” line connecting Oxford and Cambridge is set to use diesel trains.","https://www.gov.uk/government/news/transport-secretary-launches-794-million-investment-to-boost-rail-links-in-north-and-south (Accessed 1 February 2021)",
Australia,National,"fossil unconditional","Fast tracking Northern Territory Gas Industry Roads Upgrades program",Mobility,"oil and gas","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)",,"Enabling major projects that will help develop local industry, economic growth, job opportunities and COVID recovery",14/01/2021,14/01/2021,AUD,217000000,149346181,0,0,"Commonwealth funding of $217 million for road upgrades and fast tracking of the Gas Industry Roads Upgrades program to accelerate Beetaloo Basin exploration and gas-led COVID economic recovery ",https://www.katherinetimes.com.au/story/7086651/fast-tracked-gas-industry-road-upgrades-prompt-outrage/,
Australia,National,"fossil unconditional","$200 million grants fund for additional diesel storage","Multiple sectors","oil and oil products","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)",,"Enabling increased diesel storage to increase energy security of critical infrastructure, transport, import industries such as mining and agriculture, emergency services ",12/01/2021,12/01/2021,AUD,200000000,137646250,0,0,"$200 million Commonwealth funding for diesel storage with successful projects receiving up to $33.3 million",https://reneweconomy.com.au/new-government-subsidies-deepen-australias-reliance-on-fossil-fuels-for-transport/,
Turkey,National,"clean conditional","New feed-in tariff rates for Renewable Energy Support Scheme (YEKDEM)","Power generation","multiple renewable","electricity generation","new or extended regulation (IT)","Ministry of Energy and Natural Resources","To support renewable energy investors.",30/01/2021,01/07/2021,TRY,0,0,0,0,"The previous feed-in-tariffs were extended until the end of June, 2021, due to COVID-19. This new rates will be covering REN investments which are granted a renewable energy resource certificate between 1/07/2021 and 31/12/2025. The rates will be valid for 10 years. While the announcement of new rates have removed the uncertainty regarding the REN investments, TL denominated new tariffs will mean slightly higher equity ratios and higher interest rates, due to currency risk.","https://www.resmigazete.gov.tr/eskiler/2021/01/20210130-9.pdf (Accessed 1 February 2021)",
Canada,"Newfoundland and Labrador","fossil unconditional","Support for North Atlantic Refinery",Resources,"oil and oil products","exploration or production or processing or storage or transportation","budget or off-budget transfer (DT)","Government of Newfoundland and Labrador","Keep the refinery in warm idle mode while the owner continues to search for a buyer or investor",15/01/2021,,CAD,16600000,12378822,0,0,"The $16.6 million funding agreement between the Provincial Government and North Atlantic Refining Limited Partnership will specifically support 75 per cent of eligible labour costs of refinery employees and 50 per cent of eligible non-labour costs in Newfoundland and Labrador associated with the refinery warm idle and restart preparation related activities while the refinery remains offline. The support is in the form of a non-repayable contribution over a seven-month period ending on June 30, 2021 or until the refinery is restarted or resold.","https://www.gov.nl.ca/releases/2021/exec/0115n13/ Accessed 31 January 2021",
